"city","state","id"
"Cedral","San Luis Potosí","639"
"Catorce","San Luis Potosí","640"
"Cárdenas","San Luis Potosí","641"
"Armadillo de los Infante","San Luis Potosí","642"
"Aquismón","San Luis Potosí","643"
"Alaquines","San Luis Potosí","644"
"Ahualulco","San Luis Potosí","645"
"Solidaridad","Quintana Roo","646"
"Othón P. Blanco","Quintana Roo","647"
"Lázaro Cárdenas","Quintana Roo","648"
"José María Morelos","Quintana Roo","649"
"Isla Mujeres","Quintana Roo","650"
"Felipe Carrillo Puerto","Quintana Roo","651"
"Cozumel","Quintana Roo","652"
"Benito Juárez","Quintana Roo","653"
"Tolimán","Querétaro","654"
"Tequisquiapan","Querétaro","655"
"San Juan del Río","Querétaro","656"
"San Joaquín","Querétaro","657"
"Querétaro","Querétaro","658"
"Pinal de Amoles","Querétaro","659"
"Peñamiller","Querétaro","660"
"Pedro Escobedo","Querétaro","661"
"El Marqués","Querétaro","662"
"Landa de Matamoros","Querétaro","663"
"Jalpan de Serra","Querétaro","664"
"Huimilpan","Querétaro","665"
"Ezequiel Montes","Querétaro","666"
"Corregidora","Querétaro","667"
"Colón","Querétaro","668"
"Cadereyta de Montes","Querétaro","669"
"Arroyo Seco","Querétaro","670"
"Amealco de Bonfil","Querétaro","671"
"Zoquitlán","Puebla","672"
"Zoquiapan","Puebla","673"
"Zongozotla","Puebla","674"
"Zinacatepec","Puebla","675"
"Zihuateutla","Puebla","676"
"Zautla","Puebla","677"
"Zaragoza","Puebla","678"
"Zapotitlán de Méndez","Puebla","679"
"Zapotitlán","Puebla","680"
"Zacatlán","Puebla","681"
"Zacapoaxtla","Puebla","682"
"Zacapala","Puebla","683"
"Yehualtepec","Puebla","684"
"Yaonáhuac","Puebla","685"
"Xochitlán Todos Santos","Puebla","686"
"Xochitlán de Vicente Suárez","Puebla","687"
"Xochiltepec","Puebla","688"
"Xochiapulco","Puebla","689"
"Xiutetelco","Puebla","690"
"Xicotlán","Puebla","691"
"Xicotepec","Puebla","692"
"Xayacatlán de Bravo","Puebla","693"
"Vicente Guerrero","Puebla","694"
"Venustiano Carranza","Puebla","695"
"Tzicatlacoyan","Puebla","696"
"Tuzamapan de Galeana","Puebla","697"
"Tulcingo","Puebla","698"
"Totoltepec de Guerrero","Puebla","699"
"Tochtepec","Puebla","700"
"Tochimilco","Puebla","701"
"Tlaxco","Puebla","702"
"Tlatlauquitepec","Puebla","703"
"Tlapanalá","Puebla","704"
"Tlapacoya","Puebla","705"
"Tlaola","Puebla","706"
"Tlanepantla","Puebla","707"
"Tlaltenango","Puebla","708"
"Tlahuapan","Puebla","709"
"Tlachichuca","Puebla","710"
"Tlacuilotepec","Puebla","711"
"San Sebastián Tlacotepec","Puebla","712"
"Tlacotepec de Benito Juárez","Puebla","713"
"Tilapa","Puebla","714"
"Tianguismanalco","Puebla","715"
"Teziutlán","Puebla","716"
"Teteles de Avila Castillo","Puebla","717"
"Tetela de Ocampo","Puebla","718"
"Tepeyahualco de Cuauhtémoc","Puebla","719"
"Tepeyahualco","Puebla","720"
"Tepexi de Rodríguez","Puebla","721"
"Tepexco","Puebla","722"
"Tepetzintla","Puebla","723"
"Tepeojuma","Puebla","724"
"Tepemaxalco","Puebla","725"
"Tepeaca","Puebla","726"
"Tepatlaxco de Hidalgo","Puebla","727"
"Tepango de Rodríguez","Puebla","728"
"Tepanco de López","Puebla","729"
"Teotlalco","Puebla","730"
"Teopantlán","Puebla","731"
"Tenampulco","Puebla","732"
"Tehuitzingo","Puebla","733"
"Tehuacán","Puebla","734"
"Tecomatlán","Puebla","735"
"Tecamachalco","Puebla","736"
"Tecali de Herrera","Puebla","737"
"Soltepec","Puebla","738"
"Santo Tomás Hueyotlipan","Puebla","739"
"Santiago Miahuatlán","Puebla","740"
"Santa Isabel Cholula","Puebla","741"
"Santa Inés Ahuatempan","Puebla","742"
"Santa Catarina Tlaltempan","Puebla","743"
"San Salvador Huixcolotla","Puebla","744"
"San Salvador El Verde","Puebla","745"
"San Salvador El Seco","Puebla","746"
"San Pedro Yeloixtlahuaca","Puebla","747"
"San Pedro Cholula","Puebla","748"
"San Pablo Anicano","Puebla","749"
"San Nicolás de los Ranchos","Puebla","750"
"San Nicolás Buenos Aires","Puebla","751"
"San Miguel Xoxtla","Puebla","752"
"San Miguel Ixitlán","Puebla","753"
"San Matías Tlalancaleca","Puebla","754"
"San Martín Totoltepec","Puebla","755"
"San Martín Texmelucan","Puebla","756"
"San Juan Atzompa","Puebla","757"
"San Juan Atenco","Puebla","758"
"San José Miahuatlán","Puebla","759"
"San José Chiapa","Puebla","760"
"San Jerónimo Xayacatlán","Puebla","761"
"San Jerónimo Tecuanipan","Puebla","762"
"San Gregorio Atzompa","Puebla","763"
"San Gabriel Chilac","Puebla","764"
"San Felipe Tepatlán","Puebla","765"
"San Felipe Teotlalcingo","Puebla","766"
"San Diego La Mesa Tochimiltzingo","Puebla","767"
"San Antonio Cañada","Puebla","768"
"San Andrés Cholula","Puebla","769"
"Los Reyes de Juárez","Puebla","770"
"Rafael Lara Grajales","Puebla","771"
"Quimixtlán","Puebla","772"
"Quecholac","Puebla","773"
"Puebla","Puebla","774"
"Piaxtla","Puebla","775"
"Petlalcingo","Puebla","776"
"Pantepec","Puebla","777"
"Palmar de Bravo","Puebla","778"
"Pahuatlán","Puebla","779"
"Oriental","Puebla","780"
"Olintla","Puebla","781"
"Ocoyucan","Puebla","782"
"Ocotepec","Puebla","783"
"Nopalucan","Puebla","784"
"Nicolás Bravo","Puebla","785"
"Nealtican","Puebla","786"
"Nauzontla","Puebla","787"
"Naupan","Puebla","788"
"Molcaxac","Puebla","789"
"Mixtla","Puebla","790"
"Mazapiltepec de Juárez","Puebla","791"
"La Magdalena Tlatlauquitepec","Puebla","792"
"Libres","Puebla","793"
"Lafragua","Puebla","794"
"Juan N. Méndez","Puebla","795"
"Juan Galindo","Puebla","796"
"Juan C. Bonilla","Puebla","797"
"Jopala","Puebla","798"
"Jonotla","Puebla","799"
"Jolalpan","Puebla","800"
"Jalpan","Puebla","801"
"Izúcar de Matamoros","Puebla","802"
"Ixtepec","Puebla","803"
"Ixtacamaxtitlán","Puebla","804"
"Ixcaquixtla","Puebla","805"
"Ixcamilpa de Guerrero","Puebla","806"
"Atlequizayan","Puebla","807"
"Huitziltepec","Puebla","808"
"Huitzilan de Serdán","Puebla","809"
"Hueytlalpan","Puebla","810"
"Hueytamalco","Puebla","811"
"Hueyapan","Puebla","812"
"Huejotzingo","Puebla","813"
"Huehuetlán El Grande","Puebla","814"
"Huehuetlán El Chico","Puebla","815"
"Huehuetla","Puebla","816"
"Huauchinango","Puebla","817"
"Huatlatlauca","Puebla","818"
"Huaquechula","Puebla","819"
"Hermenegildo Galeana","Puebla","820"
"Guadalupe Victoria","Puebla","821"
"Guadalupe","Puebla","822"
"General Felipe Angeles","Puebla","823"
"Francisco Z. Mena","Puebla","824"
"Esperanza","Puebla","825"
"Epatlán","Puebla","826"
"Eloxochitlán","Puebla","827"
"Domingo Arenas","Puebla","828"
"Chinantla","Puebla","829"
"Chilchotla","Puebla","830"
"Honey","Puebla","831"
"Chila de la Sal","Puebla","832"
"Chila","Puebla","833"
"Chignautla","Puebla","834"
"Chignahuapan","Puebla","835"
"Chigmecatitlán","Puebla","836"
"Chietla","Puebla","837"
"Chichiquila","Puebla","838"
"Chiconcuautla","Puebla","839"
"Chiautzingo","Puebla","840"
"Chiautla","Puebla","841"
"Chapulco","Puebla","842"
"Chalchicomula de Sesma","Puebla","843"
"Cuyoaco","Puebla","844"
"Cuetzalan del Progreso","Puebla","845"
"Cuayuca de Andrade","Puebla","846"
"Cuautlancingo","Puebla","847"
"Cuautinchán","Puebla","848"
"Cuautempan","Puebla","849"
"Cuapiaxtla de Madero","Puebla","850"
"Coyotepec","Puebla","851"
"Coyomeapan","Puebla","852"
"Coxcatlán","Puebla","853"
"Coronango","Puebla","854"
"Cohuecán","Puebla","855"
"Cohetzala","Puebla","856"
"Coatzingo","Puebla","857"
"Coatepec","Puebla","858"
"Caxhuacan","Puebla","859"
"Cañada Morelos","Puebla","860"
"Camocuautla","Puebla","861"
"Caltepec","Puebla","862"
"Calpan","Puebla","863"
"Ayotoxco de Guerrero","Puebla","864"
"Axutla","Puebla","865"
"Atzitzintla","Puebla","866"
"Atzitzihuacán","Puebla","867"
"Atzala","Puebla","868"
"Atoyatempan","Puebla","869"
"Atlixco","Puebla","870"
"Atexcal","Puebla","871"
"Atempan","Puebla","872"
"Aquixtla","Puebla","873"
"Amozoc","Puebla","874"
"Amixtlán","Puebla","875"
"Altepexi","Puebla","876"
"Aljojuca","Puebla","877"
"Albino Zertuche","Puebla","878"
"Ajalpan","Puebla","879"
"Ahuehuetitla","Puebla","880"
"Ahuazotepec","Puebla","881"
"Ahuatlán","Puebla","882"
"Ahuacatlán","Puebla","883"
"Acteopan","Puebla","884"
"Acatzingo","Puebla","885"
"Acatlán","Puebla","886"
"Acateno","Puebla","887"
"Acajete","Puebla","888"
"Zimatlán de Alvarez","Oaxaca","889"
"Zapotitlán Palmas","Oaxaca","890"
"Zapotitlán Lagunas","Oaxaca","891"
"Zapotitlán del Río","Oaxaca","892"
"Villa de Zaachila","Oaxaca","893"
"Yutanduchi de Guerrero","Oaxaca","894"
"Yogana","Oaxaca","895"
"Yaxe","Oaxaca","896"
"Villa Hidalgo","Oaxaca","897"
"Villa Díaz Ordaz","Oaxaca","898"
"Villa de Etla","Oaxaca","899"
"Capulálpam de Méndez","Oaxaca","900"
"Valerio Trujano","Oaxaca","901"
"Unión Hidalgo","Oaxaca","902"
"La Trinidad Vista Hermosa","Oaxaca","903"
"Trinidad Zaachila","Oaxaca","904"
"Totontepec Villa de Morelos","Oaxaca","905"
"Heroica Ciudad de Tlaxiaco","Oaxaca","906"
"Tlalixtac de Cabrera","Oaxaca","907"
"Tlacotepec Plumas","Oaxaca","908"
"Tlacolula de Matamoros","Oaxaca","909"
"Tezoatlán de Segura y Luna","Oaxaca","910"
"Tepelmeme Villa de Morelos","Oaxaca","911"
"Teotongo","Oaxaca","912"
"Teotitlán del Valle","Oaxaca","913"
"Teotitlán de Flores Magón","Oaxaca","914"
"Teococuilco de Marcos Pérez","Oaxaca","915"
"Villa Tejúpam de la Unión","Oaxaca","916"
"Tataltepec de Valdés","Oaxaca","917"
"Tanetze de Zaragoza","Oaxaca","918"
"Tamazulapam del Espíritu Santo","Oaxaca","919"
"Villa de Tamazulápam del Progreso","Oaxaca","920"
"Taniche","Oaxaca","921"
"Soledad Etla","Oaxaca","922"
"Villa Sola de Vega","Oaxaca","923"
"Sitio de Xitlapehua","Oaxaca","924"
"Silacayoápam","Oaxaca","925"
"Santos Reyes Yucuná","Oaxaca","926"
"Santos Reyes Tepejillo","Oaxaca","927"
"Santos Reyes Pápalo","Oaxaca","928"
"Santos Reyes Nopala","Oaxaca","929"
"Santo Tomás Tamazulapan","Oaxaca","930"
"Santo Tomás Ocotepec","Oaxaca","931"
"Santo Tomás Mazaltepec","Oaxaca","932"
"Santo Tomás Jalieza","Oaxaca","933"
"Santo Domingo Zanatepec","Oaxaca","934"
"Santo Domingo Yodohino","Oaxaca","935"
"Santo Domingo Yanhuitlán","Oaxaca","936"
"Santo Domingo Xagacía","Oaxaca","937"
"Santo Domingo Tonaltepec","Oaxaca","938"
"Santo Domingo Tonalá","Oaxaca","939"
"Santo Domingo Tomaltepec","Oaxaca","940"
"Santo Domingo Tlatayápam","Oaxaca","941"
"Santo Domingo Tepuxtepec","Oaxaca","942"
"Santo Domingo Teojomulco","Oaxaca","943"
"Santo Domingo Tehuantepec","Oaxaca","944"
"Santo Domingo Roayaga","Oaxaca","945"
"Santo Domingo Petapa","Oaxaca","946"
"Santo Domingo Ozolotepec","Oaxaca","947"
"Santo Domingo Nuxaá","Oaxaca","948"
"Santo Domingo Ixcatlán","Oaxaca","949"
"Santo Domingo Ingenio","Oaxaca","950"
"Santo Domingo de Morelos","Oaxaca","951"
"Santo Domingo Chihuitán","Oaxaca","952"
"Santo Domingo Armenta","Oaxaca","953"
"Santo Domingo Albarradas","Oaxaca","954"
"Santiago Zoochila","Oaxaca","955"
"Santiago Zacatepec","Oaxaca","956"
"Santiago Yucuyachi","Oaxaca","957"
"Santiago Yosondúa","Oaxaca","958"
"Santiago Yolomécatl","Oaxaca","959"
"Santiago Yaveo","Oaxaca","960"
"Santiago Yaitepec","Oaxaca","961"
"Santiago Xiacuí","Oaxaca","962"
"Santiago Xanica","Oaxaca","963"
"Santiago Tlazoyaltepec","Oaxaca","964"
"Santiago Tillo","Oaxaca","965"
"Santiago Tilantongo","Oaxaca","966"
"Santiago Textitlán","Oaxaca","967"
"Santiago Texcalcingo","Oaxaca","968"
"Santiago Tetepec","Oaxaca","969"
"Santiago Tepetlapa","Oaxaca","970"
"Santiago Tenango","Oaxaca","971"
"Santiago Tapextla","Oaxaca","972"
"Santiago Tamazola","Oaxaca","973"
"Santiago Suchilquitongo","Oaxaca","974"
"Santiago Pinotepa Nacional","Oaxaca","975"
"Santiago Nuyoó","Oaxaca","976"
"Santiago Nundiche","Oaxaca","977"
"Santiago Niltepec","Oaxaca","978"
"Santiago Nejapilla","Oaxaca","979"
"Santiago Nacaltepec","Oaxaca","980"
"Santiago Minas","Oaxaca","981"
"Santiago Miltepec","Oaxaca","982"
"Santiago Matatlán","Oaxaca","983"
"Santiago Llano Grande","Oaxaca","984"
"Santiago Laxopa","Oaxaca","985"
"Santiago Laollaga","Oaxaca","986"
"Santiago Lalopa","Oaxaca","987"
"Santiago Lachiguiri","Oaxaca","988"
"Santiago Juxtlahuaca","Oaxaca","989"
"Santiago Jocotepec","Oaxaca","990"
"Santiago Jamiltepec","Oaxaca","991"
"Santiago Ixtayutla","Oaxaca","992"
"Santiago Ixcuintepec","Oaxaca","993"
"Santiago Ihuitlán Plumas","Oaxaca","994"
"Santiago Huauclilla","Oaxaca","995"
"Santiago Huajolotitlán","Oaxaca","996"
"Santiago del Río","Oaxaca","997"
"Santiago Comaltepec","Oaxaca","998"
"Santiago Choápam","Oaxaca","999"
"Santiago Chazumba","Oaxaca","1000"
"Santiago Camotlán","Oaxaca","1001"
"Santiago Cacaloxtepec","Oaxaca","1002"
"Santiago Ayuquililla","Oaxaca","1003"
"Santiago Atitlán","Oaxaca","1004"
"Santiago Astata","Oaxaca","1005"
"Santiago Apóstol","Oaxaca","1006"
"Santiago Apoala","Oaxaca","1007"
"Santiago Amoltepec","Oaxaca","1008"
"Santa María Zoquitlán","Oaxaca","1009"
"Santa María Zaniza","Oaxaca","1010"
"Santa María Zacatepec","Oaxaca","1011"
"Santa María Yucuhiti","Oaxaca","1012"
"Santa María Yosoyúa","Oaxaca","1013"
"Santa María Yolotepec","Oaxaca","1014"
"Santa María Yavesía","Oaxaca","1015"
"Santa María Yalina","Oaxaca","1016"
"Santa María Xadani","Oaxaca","1017"
"Santa María Totolapilla","Oaxaca","1018"
"Santa María Tonameca","Oaxaca","1019"
"Santa María Tlalixtac","Oaxaca","1020"
"Santa María Tlahuitoltepec","Oaxaca","1021"
"Santa María Texcatitlán","Oaxaca","1022"
"Santa María Tepantlali","Oaxaca","1023"
"Santa María Teopoxco","Oaxaca","1024"
"Santa María Temaxcaltepec","Oaxaca","1025"
"Santa María Temaxcalapa","Oaxaca","1026"
"Santa María Tecomavaca","Oaxaca","1027"
"Santa María Tataltepec","Oaxaca","1028"
"Santa María Sola","Oaxaca","1029"
"Santa María Quiegolani","Oaxaca","1030"
"Santa María Peñoles","Oaxaca","1031"
"Santa María Petapa","Oaxaca","1032"
"Santa María Pápalo","Oaxaca","1033"
"Santa María Ozolotepec","Oaxaca","1034"
"Santa María Nduayaco","Oaxaca","1035"
"Santa María Nativitas","Oaxaca","1036"
"Santa María Mixtequilla","Oaxaca","1037"
"Santa María Lachixío","Oaxaca","1038"
"Santa María Jaltianguis","Oaxaca","1039"
"Santa María Jalapa del Marqués","Oaxaca","1040"
"Santa María Jacatepec","Oaxaca","1041"
"Santa María Ixcatlán","Oaxaca","1042"
"Santa María Ipalapa","Oaxaca","1043"
"Santa María Huazolotitlán","Oaxaca","1044"
"Santa María Huatulco","Oaxaca","1045"
"Santa María Guienagati","Oaxaca","1046"
"Santa María Guelacé","Oaxaca","1047"
"Santa María Ecatepec","Oaxaca","1048"
"Santa María del Tule","Oaxaca","1049"
"Santa María del Rosario","Oaxaca","1050"
"Santa María Coyotepec","Oaxaca","1051"
"Santa María Cortijo","Oaxaca","1052"
"Santa María Colotepec","Oaxaca","1053"
"Santa María Chimalapa","Oaxaca","1054"
"Santa María Chilchotla","Oaxaca","1055"
"Villa de Chilapa de Díaz","Oaxaca","1056"
"Santa María Chachoápam","Oaxaca","1057"
"Santa María Camotlán","Oaxaca","1058"
"Santa María Atzompa","Oaxaca","1059"
"Santa María La Asunción","Oaxaca","1060"
"Santa María Apazco","Oaxaca","1061"
"Santa María Alotepec","Oaxaca","1062"
"Santa Magdalena Jicotlán","Oaxaca","1063"
"Santa Lucía Ocotlán","Oaxaca","1064"
"Santa Lucía Monteverde","Oaxaca","1065"
"Santa Lucía Miahuatlán","Oaxaca","1066"
"Santa Lucía del Camino","Oaxaca","1067"
"Santa Inés de Zaragoza","Oaxaca","1068"
"Santa Inés Yatzeche","Oaxaca","1069"
"Santa Inés del Monte","Oaxaca","1070"
"Santa Gertrudis","Oaxaca","1071"
"Santa Cruz Zenzontepec","Oaxaca","1072"
"Santa Cruz Xoxocotlán","Oaxaca","1073"
"Santa Cruz Xitla","Oaxaca","1074"
"Santa Cruz Tayata","Oaxaca","1075"
"Santa Cruz Tacahua","Oaxaca","1076"
"Santa Cruz Tacache de Mina","Oaxaca","1077"
"Santa Cruz Papalutla","Oaxaca","1078"
"Santa Cruz Nundaco","Oaxaca","1079"
"Santa Cruz Mixtepec","Oaxaca","1080"
"Santa Cruz Itundujia","Oaxaca","1081"
"Santa Cruz de Bravo","Oaxaca","1082"
"Santa Cruz Amilpas","Oaxaca","1083"
"Santa Cruz Acatepec","Oaxaca","1084"
"Santa Catarina Zapoquila","Oaxaca","1085"
"Santa Catarina Yosonotú","Oaxaca","1086"
"Santa Catarina Ticuá","Oaxaca","1087"
"Santa Catarina Tayata","Oaxaca","1088"
"Santa Catarina Quioquitani","Oaxaca","1089"
"Santa Catarina Quiané","Oaxaca","1090"
"Santa Catarina Minas","Oaxaca","1091"
"Santa Catarina Mechoacán","Oaxaca","1092"
"Santa Catarina Loxicha","Oaxaca","1093"
"Santa Catarina Lachatao","Oaxaca","1094"
"Santa Catarina Juquila","Oaxaca","1095"
"Santa Catarina Ixtepeji","Oaxaca","1096"
"Santa Catarina Cuixtla","Oaxaca","1097"
"Santa Catalina Quierí","Oaxaca","1098"
"Santa Ana Zegache","Oaxaca","1099"
"Santa Ana Yareni","Oaxaca","1100"
"Santa Ana Tlapacoyan","Oaxaca","1101"
"Santa Ana Tavela","Oaxaca","1102"
"Santa Ana del Valle","Oaxaca","1103"
"Santa Ana Cuauhtémoc","Oaxaca","1104"
"Santa Ana Ateixtlahuaca","Oaxaca","1105"
"Santa Ana","Oaxaca","1106"
"San Vicente Nuñú","Oaxaca","1107"
"San Vicente Lachixío","Oaxaca","1108"
"San Vicente Coatlán","Oaxaca","1109"
"San Simón Zahuatlán","Oaxaca","1110"
"San Simón Almolongas","Oaxaca","1111"
"San Sebastián Tutla","Oaxaca","1112"
"San Sebastián Teitipac","Oaxaca","1113"
"San Sebastián Tecomaxtlahuaca","Oaxaca","1114"
"San Sebastián Río Hondo","Oaxaca","1115"
"San Sebastián Nicananduta","Oaxaca","1116"
"San Sebastián Ixcapa","Oaxaca","1117"
"San Sebastián Coatlán","Oaxaca","1118"
"San Sebastián Abasolo","Oaxaca","1119"
"San Raymundo Jalpan","Oaxaca","1120"
"San Pedro Yucunama","Oaxaca","1121"
"San Pedro Yólox","Oaxaca","1122"
"San Pedro Yaneri","Oaxaca","1123"
"San Pedro Y San Pablo Tequixtepec","Oaxaca","1124"
"San Pedro Y San Pablo Teposcolula","Oaxaca","1125"
"San Pedro Y San Pablo Ayutla","Oaxaca","1126"
"Villa de Tututepec de Melchor Ocampo","Oaxaca","1127"
"San Pedro Totolapa","Oaxaca","1128"
"San Pedro Topiltepec","Oaxaca","1129"
"San Pedro Tidaá","Oaxaca","1130"
"San Pedro Teutila","Oaxaca","1131"
"San Pedro Teozacoalco","Oaxaca","1132"
"San Pedro Taviche","Oaxaca","1133"
"San Pedro Tapanatepec","Oaxaca","1134"
"San Pedro Sochiápam","Oaxaca","1135"
"San Pedro Quiatoni","Oaxaca","1136"
"San Pedro Pochutla","Oaxaca","1137"
"San Pedro Ocotepec","Oaxaca","1138"
"San Pedro Ocopetatillo","Oaxaca","1139"
"San Pedro Nopala","Oaxaca","1140"
"San Pedro Molinos","Oaxaca","1141"
"SAN PEDRO MIXTEPEC","Oaxaca","1142"
"SAN PEDRO MIXTEPEC","Oaxaca","1143"
"San Pedro Mártir Yucuxaco","Oaxaca","1144"
"San Pedro Mártir Quiechapa","Oaxaca","1145"
"San Pedro Mártir","Oaxaca","1146"
"San Pedro Juchatengo","Oaxaca","1147"
"San Pedro Jocotipac","Oaxaca","1148"
"San Pedro Jicayán","Oaxaca","1149"
"San Pedro Jaltepetongo","Oaxaca","1150"
"San Pedro Ixtlahuaca","Oaxaca","1151"
"San Pedro Ixcatlán","Oaxaca","1152"
"San Pedro Huilotepec","Oaxaca","1153"
"San Pedro Huamelula","Oaxaca","1154"
"San Pedro El Alto","Oaxaca","1155"
"San Pedro Comitancillo","Oaxaca","1156"
"San Pedro Coxcaltepec Cántaros","Oaxaca","1157"
"San Pedro Cajonos","Oaxaca","1158"
"San Pedro Atoyac","Oaxaca","1159"
"San Pedro Apóstol","Oaxaca","1160"
"San Pedro Amuzgos","Oaxaca","1161"
"San Pablo Yaganiza","Oaxaca","1162"
"San Pablo Villa de Mitla","Oaxaca","1163"
"San Pablo Tijaltepec","Oaxaca","1164"
"San Pablo Macuiltianguis","Oaxaca","1165"
"San Pablo Huixtepec","Oaxaca","1166"
"San Pablo Huitzo","Oaxaca","1167"
"San Pablo Etla","Oaxaca","1168"
"San Pablo Cuatro Venados","Oaxaca","1169"
"San Pablo Coatlán","Oaxaca","1170"
"San Nicolás Hidalgo","Oaxaca","1171"
"San Nicolás","Oaxaca","1172"
"San Miguel Yotao","Oaxaca","1173"
"San Miguel Tulancingo","Oaxaca","1174"
"San Miguel Tlacotepec","Oaxaca","1175"
"San Miguel Tlacamama","Oaxaca","1176"
"San Miguel Tilquiápam","Oaxaca","1177"
"San Miguel Tequixtepec","Oaxaca","1178"
"San Miguel Tenango","Oaxaca","1179"
"San Miguel Tecomatlán","Oaxaca","1180"
"Villa Talea de Castro","Oaxaca","1181"
"San Miguel Suchixtepec","Oaxaca","1182"
"San Miguel Soyaltepec","Oaxaca","1183"
"San Miguel Santa Flor","Oaxaca","1184"
"San Miguel Quetzaltepec","Oaxaca","1185"
"San Miguel Piedras","Oaxaca","1186"
"San Miguel Peras","Oaxaca","1187"
"San Miguel Panixtlahuaca","Oaxaca","1188"
"San Miguel Mixtepec","Oaxaca","1189"
"San Miguel Huautla","Oaxaca","1190"
"San Miguel El Grande","Oaxaca","1191"
"San Miguel Ejutla","Oaxaca","1192"
"San Miguel del Río","Oaxaca","1193"
"San Miguel del Puerto","Oaxaca","1194"
"San Miguel Coatlán","Oaxaca","1195"
"San Miguel Chimalapa","Oaxaca","1196"
"San Miguel Chicahua","Oaxaca","1197"
"San Miguel Amatlán","Oaxaca","1198"
"San Miguel Amatitlán","Oaxaca","1199"
"San Miguel Aloápam","Oaxaca","1200"
"San Miguel Ahuehuetitlán","Oaxaca","1201"
"San Miguel Achiutla","Oaxaca","1202"
"San Melchor Betaza","Oaxaca","1203"
"San Mateo Yoloxochitlán","Oaxaca","1204"
"San Mateo Tlapiltepec","Oaxaca","1205"
"San Mateo Sindihui","Oaxaca","1206"
"San Mateo Río Hondo","Oaxaca","1207"
"San Mateo Piñas","Oaxaca","1208"
"San Mateo Peñasco","Oaxaca","1209"
"San Mateo Nejápam","Oaxaca","1210"
"San Mateo Etlatongo","Oaxaca","1211"
"San Mateo del Mar","Oaxaca","1212"
"San Mateo Cajonos","Oaxaca","1213"
"San Martín Zacatepec","Oaxaca","1214"
"San Martín Toxpalan","Oaxaca","1215"
"San Martín Tilcajete","Oaxaca","1216"
"San Martín Peras","Oaxaca","1217"
"San Martín Lachilá","Oaxaca","1218"
"San Martín Itunyoso","Oaxaca","1219"
"San Martín Huamelúlpam","Oaxaca","1220"
"San Martín de los Cansecos","Oaxaca","1221"
"San Marcos Arteaga","Oaxaca","1222"
"San Marcial Ozolotepec","Oaxaca","1223"
"San Luis Amatlán","Oaxaca","1224"
"San Lucas Zoquiápam","Oaxaca","1225"
"San Lucas Quiaviní","Oaxaca","1226"
"San Lucas Ojitlán","Oaxaca","1227"
"San Lucas Camotlán","Oaxaca","1228"
"San Lorenzo Victoria","Oaxaca","1229"
"San Lorenzo Texmelucan","Oaxaca","1230"
"San Lorenzo Cuaunecuiltitla","Oaxaca","1231"
"San Lorenzo Cacaotepec","Oaxaca","1232"
"San Lorenzo Albarradas","Oaxaca","1233"
"San Lorenzo","Oaxaca","1234"
"San Juan Yucuita","Oaxaca","1235"
"San Juan Yatzona","Oaxaca","1236"
"San Juan Yaeé","Oaxaca","1237"
"San Juan Teposcolula","Oaxaca","1238"
"San Juan Tepeuxila","Oaxaca","1239"
"San Juan Teitipac","Oaxaca","1240"
"San Juan Teita","Oaxaca","1241"
"San Juan Tamazola","Oaxaca","1242"
"San Juan Tabaá","Oaxaca","1243"
"San Juan Sayultepec","Oaxaca","1244"
"San Juan Quiotepec","Oaxaca","1245"
"San Juan Quiahije","Oaxaca","1246"
"San Juan Petlapa","Oaxaca","1247"
"San Juan Ozolotepec","Oaxaca","1248"
"San Juan Ñumí","Oaxaca","1249"
"SAN JUAN MIXTEPEC","Oaxaca","1250"
"SAN JUAN MIXTEPEC","Oaxaca","1251"
"San Juan Mazatlán","Oaxaca","1252"
"San Juan Lalana","Oaxaca","1253"
"San Juan Lajarcia","Oaxaca","1254"
"San Juan Lachigalla","Oaxaca","1255"
"San Juan Lachao","Oaxaca","1256"
"San Juan Juquila Vijanos","Oaxaca","1257"
"San Juan Juquila Mixes","Oaxaca","1258"
"San Juan Ihualtepec","Oaxaca","1259"
"San Juan Guichicovi","Oaxaca","1260"
"San Juan Guelavía","Oaxaca","1261"
"San Juan Evangelista Analco","Oaxaca","1262"
"San Juan Diuxi","Oaxaca","1263"
"San Juan del Río","Oaxaca","1264"
"San Juan del Estado","Oaxaca","1265"
"San Juan de los Cués","Oaxaca","1266"
"San Juan Cotzocón","Oaxaca","1267"
"San Juan Comaltepec","Oaxaca","1268"
"San Juan Colorado","Oaxaca","1269"
"San Juan Coatzóspam","Oaxaca","1270"
"San Juan Cieneguilla","Oaxaca","1271"
"Chiquihuitlán de Benito Juárez","Oaxaca","1272"
"San Juan Chilateca","Oaxaca","1273"
"San Juan Chicomezúchil","Oaxaca","1274"
"San Juan Cacahuatepec","Oaxaca","1275"
"San Juan Bautista Valle Nacional","Oaxaca","1276"
"San Juan Bautista Tuxtepec","Oaxaca","1277"
"San Juan Bautista Tlacoatzintepec","Oaxaca","1278"
"San Juan Bautista Tlachichilco","Oaxaca","1279"
"San Juan Bautista Suchitepec","Oaxaca","1280"
"San Juan Bautista Lo de Soto","Oaxaca","1281"
"San Juan Bautista Jayacatlán","Oaxaca","1282"
"San Juan Bautista Guelache","Oaxaca","1283"
"San Juan Bautista Cuicatlán","Oaxaca","1284"
"San Juan Bautista Coixtlahuaca","Oaxaca","1285"
